"Rs","T5","T10","Annual.Rs","Latitude","Longitude","Elevation","MAT","MAP","Forest.type","Longitude.1","Latitude.1","Year","Month"
2.71,18.8728541226216,15.5542857142857,923.831388888889,29.78,106.34,825,13.6,1612,14,106.34,29.78,2011,9
3.33,18.8728541226216,15.5542857142857,923.831388888889,29.78,106.34,825,13.6,1612,14,106.34,29.78,2011,10
2.76,18.8728541226216,15.5542857142857,923.831388888889,29.78,106.34,825,13.6,1612,14,106.34,29.78,2011,11
2.21,18.8728541226216,15.5542857142857,923.831388888889,29.78,106.34,825,13.6,1612,14,106.34,29.78,2011,12
2.88,15.68,14.8,923.831388888889,29.78,106.34,870,13.6,1612,14,106.34,29.78,2011,4
3.08,18.08,17.84,923.831388888889,29.78,106.34,870,13.6,1612,14,106.34,29.78,2011,5
3.47,19.73,19.61,923.831388888889,29.78,106.34,870,13.6,1612,14,106.34,29.78,2011,6
3.51,20.86,20.31,923.831388888889,29.78,106.34,870,13.6,1612,14,106.34,29.78,2011,7
3.17,22.31,21.88,923.831388888889,29.78,106.34,870,13.6,1612,14,106.34,29.78,2011,8
2.92,20.24,19.96,923.831388888889,29.78,106.34,870,13.6,1612,14,106.34,29.78,2011,9
2.07,14.09,13.77,923.831388888889,29.78,106.34,870,13.6,1612,14,106.34,29.78,2012,4
2.8,17.68,16.29,923.831388888889,29.78,106.34,870,13.6,1612,14,106.34,29.78,2012,5
3.36,20.59,19.28,923.831388888889,29.78,106.34,870,13.6,1612,14,106.34,29.78,2012,6
3.16,21.17,20.97,923.831388888889,29.78,106.34,870,13.6,1612,14,106.34,29.78,2012,7
2.7,23.37,22.5,923.831388888889,29.78,106.34,870,13.6,1612,14,106.34,29.78,2012,8
2.82,20.79,19,923.831388888889,29.78,106.34,870,13.6,1612,14,106.34,29.78,2012,9
3.12,14.71,13.37,923.831388888889,29.78,106.34,870,13.6,1612,14,106.34,29.78,2013,4
3.2,17.23,16.8,923.831388888889,29.78,106.34,870,13.6,1612,14,106.34,29.78,2013,5
4.71,19.83,19.36,923.831388888889,29.78,106.34,870,13.6,1612,14,106.34,29.78,2013,6
5.99,22.83,22.51,923.831388888889,29.78,106.34,870,13.6,1612,14,106.34,29.78,2013,7
4.8,23.09,22.65,923.831388888889,29.78,106.34,870,13.6,1612,14,106.34,29.78,2013,8
3.77,19.04,18.05,923.831388888889,29.78,106.34,870,13.6,1612,14,106.34,29.78,2013,9
3.06,14.31,14.13,923.831388888889,29.83,106.37,825,13.6,1611,14,106.37,29.83,2012,4
3.23,16.56,16.21,923.831388888889,29.83,106.37,825,13.6,1611,14,106.37,29.83,2012,5
4.61,19.49,19.35,923.831388888889,29.83,106.37,825,13.6,1611,14,106.37,29.83,2012,6
6.1,22.25,21.84,923.831388888889,29.83,106.37,825,13.6,1611,14,106.37,29.83,2012,7
4.94,22.82,22.45,923.831388888889,29.83,106.37,825,13.6,1611,14,106.37,29.83,2012,8
1,18.8728541226216,6.15,923.831388888889,31.47,110.3,2570,5,1100,31,110.3,31.47,2009,5
1.43,18.8728541226216,7.91,923.831388888889,31.47,110.3,2570,5,1100,31,110.3,31.47,2009,6
3.61,18.8728541226216,12.17,923.831388888889,31.47,110.3,2570,5,1100,31,110.3,31.47,2009,7
1.93,18.8728541226216,10.16,923.831388888889,31.47,110.3,2570,5,1100,31,110.3,31.47,2009,8
2,18.8728541226216,10.53,923.831388888889,31.47,110.3,2570,5,1100,31,110.3,31.47,2009,9
1.01,18.8728541226216,5.85,923.831388888889,31.47,110.3,2570,5,1100,31,110.3,31.47,2009,10
0.78,18.8728541226216,3.06,923.831388888889,31.47,110.3,2570,5,1100,31,110.3,31.47,2009,11
1.92,18.8728541226216,9.89,923.831388888889,31.47,110.3,2570,5,1100,31,110.3,31.47,2009,6
3.57,18.8728541226216,12.06,923.831388888889,31.47,110.3,2570,5,1100,31,110.3,31.47,2009,7
1.96,18.8728541226216,7.97,923.831388888889,31.47,110.3,2570,5,1100,31,110.3,31.47,2009,8
1.91,18.8728541226216,8.78,923.831388888889,31.47,110.3,2570,5,1100,31,110.3,31.47,2009,8
2.51,18.8728541226216,12.07,923.831388888889,31.47,110.3,2570,5,1100,31,110.3,31.47,2009,9
1.51,18.8728541226216,9.01,923.831388888889,31.47,110.3,2570,5,1100,31,110.3,31.47,2009,9
1.06,18.8728541226216,6.28,923.831388888889,31.47,110.3,2570,5,1100,31,110.3,31.47,2009,10
0.96,18.8728541226216,5.35,923.831388888889,31.47,110.3,2570,5,1100,31,110.3,31.47,2009,10
0.74,18.8728541226216,4.34,923.831388888889,31.47,110.3,2570,5,1100,31,110.3,31.47,2009,11
0.72,18.8728541226216,1.73,923.831388888889,31.47,110.3,2570,5,1100,31,110.3,31.47,2009,11
0.5,18.8728541226216,0.2,923.831388888889,31.47,110.3,2570,5,1100,31,110.3,31.47,2009,12
0.24,18.8728541226216,0.04,923.831388888889,31.47,110.3,2570,5,1100,31,110.3,31.47,2010,1
0.55,18.8728541226216,0.06,923.831388888889,31.47,110.3,2570,5,1100,31,110.3,31.47,2010,2
0.69,18.8728541226216,1.25,923.831388888889,31.47,110.3,2570,5,1100,31,110.3,31.47,2010,3
1.09,18.8728541226216,2.13,923.831388888889,31.47,110.3,2570,5,1100,31,110.3,31.47,2010,4
0.92,18.8728541226216,5.37,923.831388888889,31.47,110.3,2570,5,1100,31,110.3,31.47,2010,4
2.37,18.8728541226216,11.79,923.831388888889,31.47,110.3,2570,5,1100,31,110.3,31.47,2010,5
1.71,18.8728541226216,6.19,923.831388888889,31.47,110.3,2570,5,1100,31,110.3,31.47,2010,5
1.79,18.8728541226216,7.69,923.831388888889,31.47,110.3,2570,5,1100,31,110.3,31.47,2010,6
2.35,18.8728541226216,10.36,923.831388888889,31.47,110.3,2570,5,1100,31,110.3,31.47,2010,6
3.06,18.8728541226216,12.63,923.831388888889,31.47,110.3,2570,5,1100,31,110.3,31.47,2010,7
5.58,18.8728541226216,15.5542857142857,800,29.78,106.34,800,13.6,1612,25,106.34,29.78,2010,7
5.96,18.8728541226216,15.5542857142857,923.831388888889,29.78,106.34,800,13.6,1612,25,106.34,29.78,2010,8
3.55,18.8728541226216,15.5542857142857,923.831388888889,29.78,106.34,800,13.6,1612,25,106.34,29.78,2010,9
2.62,18.8728541226216,15.5542857142857,923.831388888889,29.78,106.34,800,13.6,1612,25,106.34,29.78,2010,10
1.21,18.8728541226216,15.5542857142857,923.831388888889,29.78,106.34,800,13.6,1612,25,106.34,29.78,2010,11
0.83,18.8728541226216,15.5542857142857,923.831388888889,29.78,106.34,800,13.6,1612,25,106.34,29.78,2010,12
0.95,18.8728541226216,15.5542857142857,923.831388888889,29.78,106.34,800,13.6,1612,25,106.34,29.78,2011,3
1.53,18.8728541226216,15.5542857142857,923.831388888889,29.78,106.34,800,13.6,1612,25,106.34,29.78,2011,4
2.13,18.8728541226216,15.5542857142857,923.831388888889,29.78,106.34,800,13.6,1612,25,106.34,29.78,2011,5
3.7,18.8728541226216,15.5542857142857,923.831388888889,29.78,106.34,800,13.6,1612,25,106.34,29.78,2011,6
4.82,18.8728541226216,15.5542857142857,923.831388888889,29.78,106.34,800,13.6,1612,25,106.34,29.78,2011,7
3.42,18.8728541226216,15.5542857142857,923.831388888889,29.78,106.34,800,13.6,1612,25,106.34,29.78,2011,8
2.72,18.8728541226216,15.5542857142857,923.831388888889,29.78,106.34,800,13.6,1612,25,106.34,29.78,2011,9
2.04,18.8728541226216,15.5542857142857,923.831388888889,29.78,106.34,800,13.6,1612,25,106.34,29.78,2011,10
1.24,18.8728541226216,15.5542857142857,923.831388888889,29.78,106.34,800,13.6,1612,25,106.34,29.78,2011,11
0.88,18.8728541226216,15.5542857142857,923.831388888889,29.78,106.34,800,13.6,1612,25,106.34,29.78,2011,12
0.73,18.8728541226216,15.5542857142857,910.64,29.78,106.34,800,13.6,1612,25,106.34,29.78,2011,1
0.95,18.8728541226216,15.5542857142857,923.831388888889,29.78,106.34,800,13.6,1612,25,106.34,29.78,2011,2
1.15,18.8728541226216,15.5542857142857,923.831388888889,29.78,106.34,800,13.6,1612,25,106.34,29.78,2011,3
1.64,18.8728541226216,15.5542857142857,923.831388888889,29.78,106.34,800,13.6,1612,25,106.34,29.78,2011,4
3.1,18.8728541226216,15.5542857142857,923.831388888889,29.78,106.34,800,13.6,1612,25,106.34,29.78,2011,5
5.04,18.8728541226216,15.5542857142857,923.831388888889,29.78,106.34,800,13.6,1612,25,106.34,29.78,2011,6
5.5,18.8728541226216,15.5542857142857,923.831388888889,29.78,106.34,800,13.6,1612,25,106.34,29.78,2011,7
3.41,18.8728541226216,15.5542857142857,923.831388888889,29.78,106.34,800,13.6,1612,25,106.34,29.78,2011,8
2.77,18.8728541226216,15.5542857142857,923.831388888889,29.78,106.34,800,13.6,1612,25,106.34,29.78,2011,9
1.91,18.8728541226216,15.5542857142857,923.831388888889,29.78,106.34,800,13.6,1612,25,106.34,29.78,2011,10
1.21,18.8728541226216,15.5542857142857,923.831388888889,29.78,106.34,800,13.6,1612,25,106.34,29.78,2011,11
1.01,18.8728541226216,15.5542857142857,923.831388888889,29.78,106.34,800,13.6,1612,25,106.34,29.78,2011,12
2.53,16.67,15.52,923.831388888889,29.78,106.34,855,13.6,1612,25,106.34,29.78,2011,4
3.17,17.91,16.63,923.831388888889,29.78,106.34,855,13.6,1612,25,106.34,29.78,2011,5
4.68,20.57,19.41,923.831388888889,29.78,106.34,855,13.6,1612,25,106.34,29.78,2011,6
5.9,21.44,20.87,923.831388888889,29.78,106.34,855,13.6,1612,25,106.34,29.78,2011,7
5.12,23.18,22.9,923.831388888889,29.78,106.34,855,13.6,1612,25,106.34,29.78,2011,8
3.87,21.16,19.55,923.831388888889,29.78,106.34,855,13.6,1612,25,106.34,29.78,2011,9
2.63,15.89,15.43,923.831388888889,29.78,106.34,855,13.6,1612,25,106.34,29.78,2012,4
3.54,18.58,17.38,923.831388888889,29.78,106.34,855,13.6,1612,25,106.34,29.78,2012,5
5.22,21.92,20.19,923.831388888889,29.78,106.34,855,13.6,1612,25,106.34,29.78,2012,6
3.84,22.31,21.66,923.831388888889,29.78,106.34,855,13.6,1612,25,106.34,29.78,2012,7
3.25,22.96,22.55,923.831388888889,29.78,106.34,855,13.6,1612,25,106.34,29.78,2012,8
2.4,20.17,19.56,923.831388888889,29.78,106.34,855,13.6,1612,25,106.34,29.78,2012,9
2.63,16.32,15.43,923.831388888889,29.78,106.34,855,13.6,1612,25,106.34,29.78,2013,4
3.28,18.38,17.53,923.831388888889,29.78,106.34,855,13.6,1612,25,106.34,29.78,2013,5
4.82,20.45,19.71,923.831388888889,29.78,106.34,855,13.6,1612,25,106.34,29.78,2013,6
5.71,24.04,23.65,923.831388888889,29.78,106.34,855,13.6,1612,25,106.34,29.78,2013,7
4.15,25.29,24.37,923.831388888889,29.78,106.34,855,13.6,1612,25,106.34,29.78,2013,8
2.87,21.09,19.21,923.831388888889,29.78,106.34,855,13.6,1612,25,106.34,29.78,2013,9
2.63,15.53,15.57,923.831388888889,29.83,106.37,800,13.6,1611,25,106.37,29.83,2012,4
3.32,18.05,17.62,923.831388888889,29.83,106.37,800,13.6,1611,25,106.37,29.83,2012,5
4.81,20.45,19.29,923.831388888889,29.83,106.37,800,13.6,1611,25,106.37,29.83,2012,6
5.9,24.1,23.69,923.831388888889,29.83,106.37,800,13.6,1611,25,106.37,29.83,2012,7
4.26,25.26,23.04,923.831388888889,29.83,106.37,800,13.6,1611,25,106.37,29.83,2012,8
2.41,24.56,15.5542857142857,1083,25.23,113.44,465,19,1700,14,113.44,25.23,2009,10
1.84,8.59,15.5542857142857,923.831388888889,25.23,113.44,465,19,1700,14,113.44,25.23,2010,1
2.28,16.51,15.5542857142857,923.831388888889,25.23,113.44,465,19,1700,14,113.44,25.23,2010,4
3.02,19.12,15.5542857142857,923.831388888889,25.23,113.44,465,19,1700,14,113.44,25.23,2010,5
3.77,22.94,15.5542857142857,923.831388888889,25.23,113.44,465,19,1700,14,113.44,25.23,2010,6
4.47,23.32,15.5542857142857,923.831388888889,25.23,113.44,465,19,1700,14,113.44,25.23,2010,7
3.55,23.79,15.5542857142857,923.831388888889,25.23,113.44,465,19,1700,14,113.44,25.23,2010,8
4.13,23.33,15.5542857142857,923.831388888889,25.23,113.44,465,19,1700,14,113.44,25.23,2010,9
3.92,25.11,15.5542857142857,1572,25.22,113.46,466,19,1700,15,113.46,25.22,2009,10
2.49,7.79,15.5542857142857,923.831388888889,25.22,113.46,466,19,1700,15,113.46,25.22,2010,1
4.02,18.25,15.5542857142857,923.831388888889,25.22,113.46,466,19,1700,15,113.46,25.22,2010,4
5.13,20.51,15.5542857142857,923.831388888889,25.22,113.46,466,19,1700,15,113.46,25.22,2010,5
5.36,18.8728541226216,15.5542857142857,923.831388888889,25.22,113.46,466,19,1700,15,113.46,25.22,2010,6
5.61,23.74,15.5542857142857,923.831388888889,25.22,113.46,466,19,1700,15,113.46,25.22,2010,7
5.68,24.35,15.5542857142857,923.831388888889,25.22,113.46,466,19,1700,15,113.46,25.22,2010,8
6.31,23.07,15.5542857142857,923.831388888889,25.22,113.46,466,19,1700,15,113.46,25.22,2010,9
1.87,24.3,15.5542857142857,632.03,22.17,106.83,550,21.1,1400,3,106.83,22.17,2008,10
1.24,19.9,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,3,106.83,22.17,2008,11
1.35,17.25,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,3,106.83,22.17,2008,12
0.81,13.61,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,3,106.83,22.17,2009,1
1.2,18.26,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,3,106.83,22.17,2009,2
1.05,22.05,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,3,106.83,22.17,2009,3
1.64,22.85,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,3,106.83,22.17,2009,4
1.44,24.58,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,3,106.83,22.17,2009,5
2.19,25.91,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,3,106.83,22.17,2009,6
2.4,26.62,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,3,106.83,22.17,2009,7
2.6,26.88,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,3,106.83,22.17,2009,8
2.23,25.43,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,3,106.83,22.17,2009,9
1.76,22.48,15.5542857142857,984.62,22.17,106.83,550,21.1,1350,7,106.83,22.17,2014,11
1.44,15.41,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1350,7,106.83,22.17,2014,12
1.45,14.62,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1350,7,106.83,22.17,2015,1
1.96,22.44,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1350,7,106.83,22.17,2015,2
2.25,23.93,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1350,7,106.83,22.17,2015,3
2.69,26.09,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1350,7,106.83,22.17,2015,4
2.56,26.18,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1350,7,106.83,22.17,2015,5
2.86,26.04,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1350,7,106.83,22.17,2015,6
3.15,25.78,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1350,7,106.83,22.17,2015,7
2.78,25.82,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1350,7,106.83,22.17,2015,8
2.35,24.73,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1350,7,106.83,22.17,2015,9
2.07,24.07,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1350,7,106.83,22.17,2015,10
1.14,16.48,15.5542857142857,844.07,22.17,106.83,225,20.9,1400,10,106.83,22.17,2012,1
1.01,18.95,15.5542857142857,923.831388888889,22.17,106.83,225,20.9,1400,10,106.83,22.17,2012,2
1.84,16.45,15.5542857142857,923.831388888889,22.17,106.83,225,20.9,1400,10,106.83,22.17,2012,2
1.89,20.94,15.5542857142857,923.831388888889,22.17,106.83,225,20.9,1400,10,106.83,22.17,2012,3
2.21,19.65,15.5542857142857,923.831388888889,22.17,106.83,225,20.9,1400,10,106.83,22.17,2012,3
2.19,21.37,15.5542857142857,923.831388888889,22.17,106.83,225,20.9,1400,10,106.83,22.17,2012,4
2.43,26.8,15.5542857142857,923.831388888889,22.17,106.83,225,20.9,1400,10,106.83,22.17,2012,4
3.61,28.13,15.5542857142857,923.831388888889,22.17,106.83,225,20.9,1400,10,106.83,22.17,2012,5
3.17,27.03,15.5542857142857,923.831388888889,22.17,106.83,225,20.9,1400,10,106.83,22.17,2012,5
4.33,27.34,15.5542857142857,923.831388888889,22.17,106.83,225,20.9,1400,10,106.83,22.17,2012,6
3.55,30.16,15.5542857142857,923.831388888889,22.17,106.83,225,20.9,1400,10,106.83,22.17,2012,7
3.36,31.29,15.5542857142857,923.831388888889,22.17,106.83,225,20.9,1400,10,106.83,22.17,2012,7
3.32,28.05,15.5542857142857,923.831388888889,22.17,106.83,225,20.9,1400,10,106.83,22.17,2012,8
3.89,27.42,15.5542857142857,923.831388888889,22.17,106.83,225,20.9,1400,10,106.83,22.17,2012,8
4.32,24.61,15.5542857142857,923.831388888889,22.17,106.83,225,20.9,1400,10,106.83,22.17,2012,9
2.76,26.88,15.5542857142857,923.831388888889,22.17,106.83,225,20.9,1400,10,106.83,22.17,2012,10
2.54,25.01,15.5542857142857,923.831388888889,22.17,106.83,225,20.9,1400,10,106.83,22.17,2012,11
2.22,20.59,15.5542857142857,923.831388888889,22.17,106.83,225,20.9,1400,10,106.83,22.17,2012,11
2.03,19.06,15.5542857142857,923.831388888889,22.17,106.83,225,20.9,1400,10,106.83,22.17,2012,12
1.85,13.95,15.5542857142857,923.831388888889,22.17,106.83,225,20.9,1400,10,106.83,22.17,2012,12
1.12,12.5,15.5542857142857,1147.41,22.17,106.83,225,20.9,1400,11,106.83,22.17,2012,1
1.63,13.13,15.5542857142857,923.831388888889,22.17,106.83,225,20.9,1400,11,106.83,22.17,2012,2
2.36,15.12,15.5542857142857,923.831388888889,22.17,106.83,225,20.9,1400,11,106.83,22.17,2012,2
1.99,16.95,15.5542857142857,923.831388888889,22.17,106.83,225,20.9,1400,11,106.83,22.17,2012,3
3.03,18.05,15.5542857142857,923.831388888889,22.17,106.83,225,20.9,1400,11,106.83,22.17,2012,3
2.82,20.78,15.5542857142857,923.831388888889,22.17,106.83,225,20.9,1400,11,106.83,22.17,2012,4
3.54,20.63,15.5542857142857,923.831388888889,22.17,106.83,225,20.9,1400,11,106.83,22.17,2012,4
2.97,24.69,15.5542857142857,923.831388888889,22.17,106.83,225,20.9,1400,11,106.83,22.17,2012,5
3.42,26.88,15.5542857142857,923.831388888889,22.17,106.83,225,20.9,1400,11,106.83,22.17,2012,5
4.68,25.12,15.5542857142857,923.831388888889,22.17,106.83,225,20.9,1400,11,106.83,22.17,2012,6
4.21,26.33,15.5542857142857,923.831388888889,22.17,106.83,225,20.9,1400,11,106.83,22.17,2012,7
4.26,28.01,15.5542857142857,923.831388888889,22.17,106.83,225,20.9,1400,11,106.83,22.17,2012,7
4.53,27.66,15.5542857142857,923.831388888889,22.17,106.83,225,20.9,1400,11,106.83,22.17,2012,8
4.44,27.34,15.5542857142857,923.831388888889,22.17,106.83,225,20.9,1400,11,106.83,22.17,2012,8
3.53,26.6,15.5542857142857,923.831388888889,22.17,106.83,225,20.9,1400,11,106.83,22.17,2012,9
3.51,24.53,15.5542857142857,923.831388888889,22.17,106.83,225,20.9,1400,11,106.83,22.17,2012,10
2.46,24.06,15.5542857142857,923.831388888889,22.17,106.83,225,20.9,1400,11,106.83,22.17,2012,11
1.61,28.87,15.5542857142857,923.831388888889,22.17,106.83,225,20.9,1400,11,106.83,22.17,2012,11
1.59,19.22,15.5542857142857,923.831388888889,22.17,106.83,225,20.9,1400,11,106.83,22.17,2012,12
1.77,14.06,15.5542857142857,923.831388888889,22.17,106.83,225,20.9,1400,11,106.83,22.17,2012,12
1.1,24.07,15.5542857142857,493.89,22.17,106.83,550,21.1,1400,22,106.83,22.17,2008,10
0.69,19.24,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,22,106.83,22.17,2008,11
0.45,16.99,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,22,106.83,22.17,2008,12
0.28,13.12,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,22,106.83,22.17,2009,1
0.52,18.83,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,22,106.83,22.17,2009,2
1.05,21.59,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,22,106.83,22.17,2009,3
1.52,24,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,22,106.83,22.17,2009,4
1.56,24.77,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,22,106.83,22.17,2009,5
1.99,26.09,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,22,106.83,22.17,2009,6
1.76,27.05,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,22,106.83,22.17,2009,7
2.78,27.78,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,22,106.83,22.17,2009,8
1.94,26.18,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,22,106.83,22.17,2009,9
1.61,24.29,15.5542857142857,602.86,22.17,106.83,550,21.1,1400,23,106.83,22.17,2008,10
1.25,19.95,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,23,106.83,22.17,2008,11
0.87,17.3,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,23,106.83,22.17,2008,12
0.74,13.68,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,23,106.83,22.17,2009,1
1.01,18.36,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,23,106.83,22.17,2009,2
0.81,21.59,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,23,106.83,22.17,2009,3
1.63,22.88,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,23,106.83,22.17,2009,4
1.89,25.51,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,23,106.83,22.17,2009,5
2.14,26.34,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,23,106.83,22.17,2009,6
2.16,27.17,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,23,106.83,22.17,2009,7
2.79,27.78,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,23,106.83,22.17,2009,8
2.22,26.22,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,23,106.83,22.17,2009,9
1.33,25.06,15.5542857142857,378.87,22.17,106.83,550,21.1,1400,26,106.83,22.17,2008,10
0.57,19.86,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,26,106.83,22.17,2008,11
0.59,17.83,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,26,106.83,22.17,2008,12
0.43,13.61,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,26,106.83,22.17,2009,1
0.46,19.29,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,26,106.83,22.17,2009,2
0.76,22.05,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,26,106.83,22.17,2009,3
1.12,24.77,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,26,106.83,22.17,2009,4
1.04,25.84,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,26,106.83,22.17,2009,5
1.24,26.59,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,26,106.83,22.17,2009,6
1.31,28.14,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,26,106.83,22.17,2009,7
1.68,28.18,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,26,106.83,22.17,2009,8
1.5,26.82,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1400,26,106.83,22.17,2009,9
3.57,30.67,15.5542857142857,923.831388888889,22.17,106.83,500,21,1400,26,106.83,22.17,2011,7
3.14,29.14,15.5542857142857,923.831388888889,22.17,106.83,500,21,1400,26,106.83,22.17,2011,8
2.8,29.14,15.5542857142857,923.831388888889,22.17,106.83,500,21,1400,26,106.83,22.17,2011,9
1.98,19.43,15.5542857142857,923.831388888889,22.17,106.83,500,21,1400,26,106.83,22.17,2011,10
1.78,22.1,15.5542857142857,923.831388888889,22.17,106.83,500,21,1400,26,106.83,22.17,2011,11
1.84,25.05,15.5542857142857,923.831388888889,22.17,106.83,500,21,1400,26,106.83,22.17,2011,12
1.8,17.24,15.5542857142857,923.831388888889,22.17,106.83,500,21,1400,26,106.83,22.17,2012,1
2.2,16.76,15.5542857142857,923.831388888889,22.17,106.83,500,21,1400,26,106.83,22.17,2012,2
1.91,19.52,15.5542857142857,923.831388888889,22.17,106.83,500,21,1400,26,106.83,22.17,2012,3
1.8,20.67,15.5542857142857,923.831388888889,22.17,106.83,500,21,1400,26,106.83,22.17,2012,4
2.75,29.9,15.5542857142857,923.831388888889,22.17,106.83,500,21,1400,26,106.83,22.17,2012,5
3.25,25.81,15.5542857142857,923.831388888889,22.17,106.83,500,21,1400,26,106.83,22.17,2012,6
3.38,30.67,15.5542857142857,923.831388888889,22.17,106.83,500,21,1400,26,106.83,22.17,2012,7
2.12,21.08,15.5542857142857,904.91,22.17,106.83,550,21.1,1350,26,106.83,22.17,2014,11
1.93,15.58,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1350,26,106.83,22.17,2014,12
1.88,14.88,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1350,26,106.83,22.17,2015,1
1.99,20.95,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1350,26,106.83,22.17,2015,2
2.31,21.34,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1350,26,106.83,22.17,2015,3
2.34,22.79,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1350,26,106.83,22.17,2015,4
2.4,25.3,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1350,26,106.83,22.17,2015,5
2.52,26.18,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1350,26,106.83,22.17,2015,6
2.77,25.52,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1350,26,106.83,22.17,2015,7
2.9,25.43,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1350,26,106.83,22.17,2015,8
2.42,24.64,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1350,26,106.83,22.17,2015,9
2.12,23.41,15.5542857142857,923.831388888889,22.17,106.83,550,21.1,1350,26,106.83,22.17,2015,10
2.61,18.8728541226216,21.54,882.08,24.94,110.13,150,18.9,1950,9,110.13,24.94,2012,9
1.86,18.8728541226216,20.92,923.831388888889,24.94,110.13,150,18.9,1950,9,110.13,24.94,2012,10
1.46,18.8728541226216,14.38,923.831388888889,24.94,110.13,150,18.9,1950,9,110.13,24.94,2012,11
0.9,18.8728541226216,8.67,923.831388888889,24.94,110.13,150,18.9,1950,9,110.13,24.94,2012,12
0.83,18.8728541226216,7.51,923.831388888889,24.94,110.13,150,18.9,1950,9,110.13,24.94,2013,1
1.05,18.8728541226216,11.82,923.831388888889,24.94,110.13,150,18.9,1950,9,110.13,24.94,2013,2
1.07,18.8728541226216,16.89,923.831388888889,24.94,110.13,150,18.9,1950,9,110.13,24.94,2013,3
1.95,18.8728541226216,20.59,923.831388888889,24.94,110.13,150,18.9,1950,9,110.13,24.94,2013,4
4.35,18.8728541226216,23.5,923.831388888889,24.94,110.13,150,18.9,1950,9,110.13,24.94,2013,5
